tmk,class_depth_to_wt,flag_depth_to_wt,class_lot_size,flag_lot_size,class_slope,flag_slope,flag_count,recommendation
214012005,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
214012008,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
214012009,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
214012010,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
214012011,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
214012012,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
214012013,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
214012014,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
214012015,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
214012016,Greater than 6 ft,0,,,Less than 8%,0,0,Standard Septic Tank
214012020,Greater than 6 ft,0,,,Less than 8%,0,0,Standard Septic Tank
214013002,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
214013003,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214013004,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
214013005,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
214013006,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
214013007,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
214013008,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
214013009,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
214013010,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214013012,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
214013013,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
214013018,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
214013019,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214013020,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
214013021,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214013022,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
214013023,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
214013024,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
214013025,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
214013026,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
214013027,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
214013028,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
214013030,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
214013031,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
214013032,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
214013033,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
214013040,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
214013041,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
214013042,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
214013043,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214013045,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214013046,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
214013047,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214013048,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214013049,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214013051,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214013052,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214013053,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
214013054,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214013055,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214013056,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214013058,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214013059,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214013060,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214013061,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
214013062,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
214013070,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
214014004,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014006,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014007,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
214014008,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
214014009,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014010,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014011,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014012,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014013,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
214014014,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014015,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014016,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014018,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014019,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014020,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
214014023,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014024,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
214014025,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
214014026,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
214014027,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014028,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014029,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
214014030,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014031,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
214014032,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
214014035,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014036,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014037,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014038,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014039,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014040,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014041,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014042,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014043,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
214014044,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
214014045,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
214014046,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
214014047,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
214014048,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014049,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014050,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
214014051,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
214014053,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
215002022,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215003001,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215003003,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
215003006,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215003008,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215003009,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
215003011,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
215003012,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
215003013,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
215003014,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215003020,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
215003023,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
215003024,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215003030,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
215003031,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
215004002,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
215004003,Greater than 6 ft,0,,,Greater than 12%,1,1,ATU NSF 40
215004009,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
215004011,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215004012,Greater than 6 ft,0,,,Greater than 12%,1,1,ATU NSF 40
215004015,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
215004017,Greater than 6 ft,0,,,Greater than 12%,1,1,ATU NSF 40
215004018,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
215005008,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215005009,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215005010,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215005016,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
215005017,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215006003,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
215006006,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
215006007,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215006012,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215007002,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215007003,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215007008,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215007009,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215007010,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215008009,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215008010,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215009003,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
215009005,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215009012,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215009013,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215009014,Greater than 6 ft,0,,,Greater than 12%,1,1,ATU NSF 40
215009018,Greater than 6 ft,0,,,Greater than 12%,1,1,ATU NSF 40
215009022,Greater than 6 ft,0,,,Greater than 12%,1,1,ATU NSF 40
215009024,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
215011021,Greater than 6 ft,,,,Greater than 12%,1,1,ATU NSF 40
216004001,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
216004006,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
216005011,Greater than 6 ft,0,,,Between 8 and 12%,0,0,Standard Septic Tank
216005012,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
216005025,Greater than 6 ft,0,,,Greater than 12%,1,1,ATU NSF 40
216005026,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
216005031,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
216005033,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
216005034,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
216005035,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
216006007,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
216007003,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
216007004,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
216007005,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
216007006,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
216007007,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
216007012,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
216007014,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
216007019,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
216007022,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
216008007,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
216008009,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
216008010,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
216008013,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
216008014,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
216008019,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
216009004,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
216009005,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
216009008,Greater than 6 ft,0,,,Greater than 12%,1,1,ATU NSF 40
216009010,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
216009013,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
216009015,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
216009023,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
216009024,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
216010002,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
216010005,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
217001004,Greater than 6 ft,0,,,Greater than 12%,1,1,ATU NSF 40
217001008,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
217001009,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
217001017,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
217001020,Greater than 6 ft,0,,,Greater than 12%,1,1,ATU NSF 40
217002008,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
217002012,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
217002016,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
217002017,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
217002021,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
217002028,Greater than 6 ft,,,,Greater than 12%,1,1,ATU NSF 40
217002029,Greater than 6 ft,,,,Between 8 and 12%,0,0,Standard Septic Tank
217002040,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
217002045,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
217003004,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
217003038,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
217003039,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
217003043,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
217003048,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
217003070,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
217004003,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
218001004,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
219001003,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
219001004,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
219001009,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
221002023,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
221003008,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
221003011,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
221003016,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
221003018,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
221003029,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
221003051,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
221004019,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
221004084,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
