tmk,class_depth_to_wt,flag_depth_to_wt,class_lot_size,flag_lot_size,class_slope,flag_slope,flag_count,recommendation
223058039,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223058040,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223058041,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223058043,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223058044,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223058045,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
223058046,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223058048,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223058049,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223058050,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223058051,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
223058052,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223058062,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223059001,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223059002,Greater than 6 ft,,,,Greater than 12%,1,1,ATU NSF 40
223059003,Greater than 6 ft,,,,Less than 8%,0,0,Standard Septic Tank
223059005,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223059006,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223059007,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223059008,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223059009,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223059010,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223059011,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223059012,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223059013,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223059016,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223059017,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223059018,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223059020,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
223059021,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
223059022,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223059024,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223059025,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223059027,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223059028,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223059029,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223059031,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223060002,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060003,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060004,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
223060005,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
223060007,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223060008,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060009,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060012,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
223060013,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060014,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223060016,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223060017,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
223060018,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
223060019,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223060020,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
223060022,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060023,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060024,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060025,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
223060026,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060027,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060029,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060030,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060031,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060033,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060034,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060036,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060040,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
223060042,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060043,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223060046,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060047,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060048,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223060050,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060051,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060054,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060055,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060057,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223060058,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060060,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223060062,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060063,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060065,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
223060066,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060067,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223060068,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
223060070,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060071,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060075,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
223060076,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223060078,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223060085,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223060087,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223060090,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
223060094,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223062001,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
223062003,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
223062004,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223062005,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223062006,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
223062008,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223062010,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223062011,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223062012,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223062013,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223062015,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223062016,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223062019,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223062020,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223062022,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223062023,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223062024,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
223062025,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223062026,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223063001,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
223063014,Greater than 6 ft,,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
223063023,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
223063025,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
223063028,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
223063033,Greater than 6 ft,,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
223063037,Greater than 6 ft,,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
223064002,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223064003,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223064007,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
223064013,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
223064014,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
223065002,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
223067044,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
223067045,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
223067046,Greater than 6 ft,,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
223067050,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224001003,Greater than 6 ft,,,,Between 8 and 12%,0,0,Standard Septic Tank
224001004,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224001007,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
224001009,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
224001014,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224001021,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
224002003,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224002013,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
224002014,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224002016,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224003003,Greater than 6 ft,,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
224003005,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
224003006,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224003009,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224003011,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
224003019,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
224003020,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
224003031,Greater than 6 ft,,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
224003032,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
224003033,Greater than 6 ft,,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
224003034,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224003043,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224003044,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224003061,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
224003064,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
224004001,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
224004002,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
224004003,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224004006,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
224004007,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
224004010,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
224004011,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224004018,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224004020,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
224004021,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
224004022,Greater than 6 ft,,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
224005005,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005006,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224005007,Greater than 6 ft,,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
224005008,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224005018,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005019,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
224005020,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
224005021,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
224005022,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005023,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005024,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005025,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224005026,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005028,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224005029,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005030,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224005032,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005034,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005035,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224005036,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005037,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224005038,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224005041,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005042,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224005065,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224005072,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224005073,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005083,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005084,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
224005086,Greater than 6 ft,,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
224005087,Greater than 6 ft,,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
224005089,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005090,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224005094,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005095,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005096,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005097,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005098,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005099,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005100,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005101,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005102,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005103,Greater than 6 ft,,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
224005104,Greater than 6 ft,,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
224005105,Greater than 6 ft,,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
224005106,Greater than 6 ft,,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
224005107,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005108,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005109,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005110,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005111,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005112,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005113,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005114,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005115,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005116,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005117,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005118,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005119,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005120,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224005121,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224006003,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224006007,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224006020,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224006021,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224006023,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224006024,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224006025,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224006026,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224006028,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
224006029,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224006031,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224006041,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
224006046,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224006052,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224006062,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224006066,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224006068,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224006069,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224006070,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224006071,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224006072,Greater than 6 ft,,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
224006073,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224006074,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224006075,Greater than 6 ft,,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
224006076,Greater than 6 ft,,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
224006077,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224006078,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224006083,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224006088,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224006090,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224006095,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
224006096,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224006097,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224006098,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224006099,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224006100,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224006101,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224006102,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
224006103,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
